customer_id;first_name;last_name;gender;DOB;job_title;job_industry_category;wealth_segment;deceased_indicator;owns_car
813;Lisette;Nesbit;Female;1962-03-21;Account Representative III;Health;Mass Customer;N;No
814;Raffarty;Giacomoni;Male;1959-12-23;Analog Circuit Design manager;Manufacturing;Mass Customer;N;No
815;Caryn;Sampey;Female;1974-07-06;;Manufacturing;Mass Customer;N;Yes
816;Donni;Boor;Female;1957-01-10;Product Engineer;Manufacturing;Mass Customer;N;No
817;Niel;Abilowitz;Male;1992-04-08;Editor;Financial Services;Mass Customer;N;Yes
818;Beverie;Bosanko;Female;1973-12-21;Chemical Engineer;Manufacturing;Mass Customer;N;No
819;Temp;Thebeau;Male;1975-07-17;Associate Professor;Manufacturing;Affluent Customer;N;Yes
820;Cecilia;Chipchase;Female;1977-01-06;;Financial Services;High Net Worth;N;No
821;Gregoor;Aronovitz;Male;1981-07-24;Financial Analyst;Financial Services;Mass Customer;N;Yes
822;Ardis;Tomlett;Female;1974-10-23;Sales Associate;Health;High Net Worth;N;No
823;Stesha;Morecombe;Female;1990-02-17;Internal Auditor;Manufacturing;Affluent Customer;N;No
824;Fleurette;Whardley;Female;1977-02-27;Financial Advisor;Financial Services;Affluent Customer;N;Yes
825;Willis;Whyler;Male;1975-08-15;Computer Systems Analyst IV;n/a;Affluent Customer;N;Yes
826;Marc;Waddilove;Male;1998-12-25;Recruiting Manager;Financial Services;Mass Customer;N;Yes
827;Phillis;Rudwell;Female;1996-05-07;;Health;Affluent Customer;N;No
828;Darda;Kernocke;Female;1957-12-14;;Health;Mass Customer;N;Yes
829;Byran;Goodfield;Male;2001-01-22;Environmental Tech;Financial Services;High Net Worth;N;Yes
830;Jayson;Chilcott;Male;1981-05-31;VP Quality Control;Manufacturing;Affluent Customer;N;No
831;Teddy;Keijser;Male;1973-04-20;Paralegal;Financial Services;Affluent Customer;N;No
832;Shaun;Murphey;Male;1977-11-30;Research Assistant IV;Retail;Mass Customer;N;No
833;Wadsworth;Hubane;Male;1995-10-03;Safety Technician II;n/a;High Net Worth;N;Yes
834;Rudolf;Brandes;Male;1973-04-07;Environmental Tech;Financial Services;Mass Customer;N;No
835;Zachary;Matyukon;Male;1968-04-22;Electrical Engineer;Manufacturing;Mass Customer;N;Yes
836;Clemence;Vautre;Female;1990-04-02;Actuary;Financial Services;Mass Customer;N;Yes
837;Derick;Fasler;Male;1957-01-11;Internal Auditor;n/a;Mass Customer;N;Yes
838;Hayden;Heersema;Male;1971-02-03;Financial Advisor;Financial Services;High Net Worth;N;No
839;Charis;Greaves;U;;Structural Analysis Engineer;IT;Mass Customer;N;Yes
840;Chas;Carabet;Male;1964-06-20;VP Sales;Financial Services;Affluent Customer;N;Yes
841;Hanan;McGreay;Male;1966-09-22;Marketing Manager;Manufacturing;Affluent Customer;N;Yes
842;Mahmud;Dobbson;Male;1999-08-16;Compensation Analyst;Financial Services;High Net Worth;N;No
843;Salomone;Sleford;Male;1989-09-05;Developer II;Manufacturing;Affluent Customer;N;Yes
844;Tome;Tyt;Male;1978-01-13;Nurse Practicioner;Financial Services;High Net Worth;N;No
845;Koressa;Maris;Female;1973-12-24;Associate Professor;Manufacturing;Mass Customer;N;No
846;Alvan;Rebichon;Male;1954-03-25;Geologist I;Manufacturing;Affluent Customer;N;No
847;Kelci;Morrison;Female;1991-05-26;Chief Design Engineer;Retail;High Net Worth;N;No
848;Lannie;Chat;Male;1979-06-25;VP Product Management;Manufacturing;Mass Customer;N;No
849;Sylvan;Capper;Male;1969-09-15;Librarian;Entertainment;Mass Customer;N;No
850;Nevin;Hanfrey;Male;2000-09-24;Clinical Specialist;Health;Mass Customer;N;No
851;Cammi;Tesmond;Female;1987-12-30;Project Manager;n/a;Affluent Customer;N;Yes
852;Andie;Bonney;Female;2000-11-04;Compensation Analyst;Financial Services;Affluent Customer;N;Yes
853;Nolana;Rotter;Female;1981-10-04;Media Manager I;Retail;Mass Customer;N;Yes
854;Charisse;Thoresby;Female;2000-10-24;Marketing Manager;n/a;Affluent Customer;N;No
855;Bennie;Llywarch;Female;1974-10-26;General Manager;Retail;High Net Worth;N;Yes
856;Peyton;Monkeman;Male;1988-10-01;Quality Engineer;Financial Services;Mass Customer;N;Yes
857;Theo;;Female;1964-08-14;General Manager;n/a;High Net Worth;N;No
858;Barby;Charlwood;Female;1980-06-02;Internal Auditor;Financial Services;High Net Worth;N;Yes
859;Devinne;Tommeo;Female;1978-08-02;Geologist I;Financial Services;Affluent Customer;N;Yes
860;Ida;;Female;1980-08-12;;n/a;High Net Worth;N;Yes
861;Rebekah;Dmych;Female;1977-05-24;Senior Financial Analyst;Financial Services;High Net Worth;N;No
862;Worden;Fossitt;Male;1977-12-27;Information Systems Manager;Argiculture;High Net Worth;N;Yes
863;Kessiah;Logg;Female;1961-09-10;Senior Financial Analyst;Financial Services;Affluent Customer;N;No
864;Regen;Nares;Male;1970-03-06;;Retail;High Net Worth;N;Yes
865;Germain;De la Harpe;Female;1965-04-12;Desktop Support Technician;Telecommunications;Mass Customer;N;No
866;Stanislaus;Gottelier;Male;1973-01-05;Associate Professor;n/a;Affluent Customer;N;Yes
867;Lura;MacKim;Female;1973-05-10;VP Marketing;n/a;Mass Customer;N;No
868;Effie;Duddy;Female;1979-07-18;VP Accounting;Financial Services;Mass Customer;N;Yes
869;Addia;Abels;Female;1984-03-11;Account Representative I;Financial Services;High Net Worth;N;Yes
870;Hugh;Wilce;Male;1964-01-29;Pharmacist;Health;Mass Customer;N;No
871;Janka;Yesinin;Female;1992-01-20;;n/a;Mass Customer;N;Yes
872;Suki;Ivachyov;Female;1971-04-28;Structural Engineer;IT;Mass Customer;N;No
873;Worthington;Penwarden;Male;1959-12-23;Occupational Therapist;Health;Affluent Customer;N;Yes
874;Howard;Oseland;Male;2001-05-05;;Health;Mass Customer;N;Yes
875;Caryl;Linnett;Male;1999-02-23;Recruiting Manager;Financial Services;Mass Customer;N;Yes
876;Neil;Jencey;Male;1968-10-06;Physical Therapy Assistant;IT;High Net Worth;N;No
877;Didi;Milne;Female;1988-05-13;Accounting Assistant III;Financial Services;Mass Customer;N;Yes
878;Clarence;Silby;Male;1982-11-01;Environmental Specialist;Manufacturing;Mass Customer;N;Yes
879;Hestia;Smetoun;Female;1978-08-02;;n/a;Mass Customer;N;No
880;Neely;Lundon;Female;1963-12-31;Internal Auditor;n/a;High Net Worth;N;Yes
881;Carmella;O' Lone;Female;1980-05-07;Information Systems Manager;n/a;High Net Worth;N;No
882;Esmaria;Lythgoe;Female;1965-09-29;;Property;Mass Customer;N;Yes
883;Lolita;Bennie;U;;Recruiter;IT;Mass Customer;N;Yes
884;Pepito;Lamming;Male;1978-01-30;Web Designer IV;Property;Mass Customer;N;No
885;Yancey;Wivell;Male;1966-11-11;Statistician IV;Financial Services;Mass Customer;N;No
886;Dawna;McCullen;Female;1974-11-15;Accounting Assistant III;Health;Mass Customer;N;No
887;Patrizius;Hardinge;Male;1997-11-17;;Manufacturing;High Net Worth;N;No
888;Chickie;Gulleford;Female;1963-11-10;Accountant IV;Manufacturing;Mass Customer;N;No
889;Ezequiel;Coggeshall;Male;1967-02-19;Sales Representative;Retail;Affluent Customer;N;Yes
890;Tony;Cordsen;Female;1974-02-01;Dental Hygienist;Health;Mass Customer;N;Yes
891;Talbot;Andrioni;Male;1981-08-06;Occupational Therapist;Health;High Net Worth;N;Yes
892;Conroy;Healy;U;;Office Assistant II;IT;Mass Customer;N;Yes
893;Gibby;Fearnley;Male;1983-09-11;Geologist I;IT;Mass Customer;N;No
894;Catie;Kibbey;Female;1970-12-18;Desktop Support Technician;Financial Services;High Net Worth;N;Yes
895;Juli;Curness;Female;1966-09-03;;n/a;Mass Customer;N;Yes
896;Idell;Belderson;Female;1978-06-10;VP Sales;n/a;Mass Customer;N;No
897;Pris;Fance;Female;1969-01-11;Account Executive;Manufacturing;Mass Customer;N;No
898;Reyna;Braizier;Female;1977-08-28;General Manager;Financial Services;Affluent Customer;N;No
899;Teodora;Lawling;Female;1963-08-05;Business Systems Development Analyst;Health;Affluent Customer;N;Yes
900;Clevey;Ivamy;Male;1990-08-07;Associate Professor;Manufacturing;Mass Customer;N;Yes
901;Letta;McCarter;Female;1975-04-27;;Retail;Mass Customer;N;Yes
902;Selene;Vasiltsov;Female;1989-07-26;Staff Scientist;Retail;Mass Customer;N;No
903;Hewe;Lidgley;Male;1961-07-03;;Financial Services;Mass Customer;N;No
904;Kariotta;Ludman;Female;1974-05-06;Database Administrator II;n/a;High Net Worth;N;Yes
905;Dorian;Drinkel;Female;1978-02-11;Safety Technician II;Manufacturing;Affluent Customer;N;No
906;Cammy;Marcroft;Male;1998-12-30;Financial Analyst;Financial Services;High Net Worth;N;Yes
907;Eamon;McWhin;Male;1978-12-25;Sales Associate;Property;High Net Worth;N;Yes
908;Carry;Tomlett;Female;1980-08-28;;Financial Services;Affluent Customer;N;Yes
909;Suzette;Surgison;Female;1960-01-04;Operator;n/a;High Net Worth;N;Yes
910;Lewes;Foulcher;Male;1986-04-26;Biostatistician I;Financial Services;Mass Customer;N;No
911;Marcellus;Shawcroft;Male;1974-10-13;Structural Analysis Engineer;Property;Affluent Customer;N;No
912;Vince;Dalmon;Male;1968-07-19;Sales Representative;Retail;Mass Customer;N;Yes
913;Dayle;Spearman;Female;2000-10-28;;Financial Services;Mass Customer;N;No
914;Marc;Egleton;Male;1999-06-16;Chemical Engineer;Manufacturing;Affluent Customer;N;Yes
915;Austina;Orrice;Female;1984-09-07;Budget/Accounting Analyst IV;Entertainment;Mass Customer;N;No
916;Joycelin;;Female;1991-06-18;Recruiter;n/a;Affluent Customer;N;No
917;Odo;MacKaig;Male;1964-05-06;VP Product Management;Financial Services;Mass Customer;N;No
918;Mahmud;Chiles;Male;1975-02-26;Internal Auditor;Health;High Net Worth;N;No
919;Grove;Peltzer;Male;1987-07-17;Registered Nurse;Health;Mass Customer;N;Yes
920;Stefano;Thornborrow;Male;1976-01-19;Software Test Engineer IV;Health;Mass Customer;N;Yes
921;Gretchen;Seneschal;Female;1979-12-19;Help Desk Technician;Manufacturing;Mass Customer;N;No
922;Bekki;Ralston;Female;1972-10-10;Operator;Financial Services;Mass Customer;N;No
923;Garrek;Grimwade;Male;1977-06-26;Senior Financial Analyst;Financial Services;High Net Worth;N;No
924;Clementius;Hambric;Male;1976-11-08;Computer Systems Analyst II;n/a;Affluent Customer;N;No
925;Nicko;Pembridge;Male;1978-08-07;Accountant IV;Manufacturing;Affluent Customer;N;No
926;Terrel;Matthisson;Male;1965-10-14;Professor;Telecommunications;Affluent Customer;N;No
927;Jarret;;Male;1966-02-19;Cost Accountant;Financial Services;Mass Customer;N;Yes
928;Porty;Clemmitt;Male;1973-05-14;Associate Professor;n/a;High Net Worth;N;Yes
929;Kippy;Conerding;Male;1965-09-04;Database Administrator III;Financial Services;Mass Customer;N;Yes
930;Evelina;Dinan;Female;1971-11-10;Executive Secretary;Retail;Mass Customer;N;Yes
931;Katrina;Sappson;Female;1999-08-07;Design Engineer;Manufacturing;Affluent Customer;N;Yes
932;Yoko;Dowrey;Female;1989-07-20;Graphic Designer;n/a;Mass Customer;N;No
933;Melany;L'oiseau;Female;1996-05-19;Help Desk Operator;Retail;Mass Customer;N;Yes
934;Marcellus;Louisot;Male;1996-01-22;Human Resources Manager;Manufacturing;Mass Customer;N;No
935;Aldin;Cracker;Male;1994-09-12;Marketing Manager;n/a;Mass Customer;N;Yes
936;Raffaello;Godleman;Male;1988-05-16;Speech Pathologist;Health;High Net Worth;N;No
937;Nikolos;McKyrrelly;Male;1985-11-15;Human Resources Assistant IV;Manufacturing;Affluent Customer;N;No
938;Corabelle;;Female;1996-04-06;Technical Writer;Retail;Mass Customer;N;No
939;Cristian;Theodoris;Male;1961-01-10;Product Engineer;Manufacturing;Mass Customer;N;No
940;Marnia;Claesens;Female;1987-06-16;Administrative Officer;Manufacturing;Mass Customer;N;No
941;Tye;Doohan;Male;1995-02-02;Recruiting Manager;Financial Services;Affluent Customer;N;Yes
942;Shirley;Brook;Female;1974-02-07;Director of Sales;Financial Services;Mass Customer;N;Yes
943;Holly;Gamett;Male;1979-09-17;Legal Assistant;Property;Affluent Customer;N;Yes
944;Anderea;Dallewater;Female;1976-01-12;;Manufacturing;Mass Customer;N;No
945;Hebert;Bernocchi;Male;1998-08-26;Human Resources Manager;n/a;High Net Worth;N;Yes
946;Bettina;Farrer;Female;1961-07-17;Research Associate;Manufacturing;High Net Worth;N;No
947;Hyacinth;Naldrett;Female;1986-03-10;Pharmacist;Health;Mass Customer;N;No
948;Yardley;Argo;Male;1969-08-09;Recruiting Manager;n/a;Affluent Customer;N;No
949;Jarid;Grebner;Male;1975-09-07;Executive Secretary;Health;Mass Customer;N;Yes
950;Bret;Ivakhnov;U;;Recruiter;IT;High Net Worth;N;Yes
951;Meryl;Dumbar;Male;1999-09-29;Assistant Media Planner;Entertainment;Mass Customer;N;No
952;Marina;Andresen;Female;1971-06-13;VP Sales;Financial Services;Affluent Customer;N;Yes
953;Jasmin;Brodeur;Female;1979-05-23;;n/a;Mass Customer;N;No
954;Alain;Immins;Male;1995-02-28;VP Quality Control;Manufacturing;Mass Customer;N;Yes
955;Teresina;Gibbie;Female;1989-10-01;Research Nurse;Health;Mass Customer;N;Yes
956;Ezechiel;Pettecrew;Male;1960-09-26;Nuclear Power Engineer;Manufacturing;Mass Customer;N;Yes
957;Jamima;Gannan;Female;1994-08-20;Automation Specialist I;Manufacturing;Affluent Customer;N;Yes
958;Kristofor;Saulter;Male;1964-01-14;Biostatistician IV;Health;High Net Worth;N;No
959;Katharina;Jennins;Female;1986-10-26;Staff Scientist;n/a;Affluent Customer;N;Yes
960;Lannie;Crumley;Male;1968-10-10;GIS Technical Architect;Health;Mass Customer;N;Yes
961;Rosamund;Shelton;Female;1986-08-10;Assistant Manager;Financial Services;Mass Customer;N;No
962;Granger;Tuftin;Male;1977-09-07;VP Product Management;n/a;High Net Worth;N;Yes
963;Valery;Haresign;Female;1968-07-28;Budget/Accounting Analyst I;n/a;High Net Worth;N;Yes
964;Rhetta;Grellier;Female;1994-01-24;Assistant Professor;Financial Services;High Net Worth;N;No
965;Meggie;Whitchurch;Female;1997-06-18;Structural Engineer;Retail;High Net Worth;N;Yes
966;Krystyna;Linning;Female;1978-11-05;Speech Pathologist;Retail;High Net Worth;N;Yes
967;April;Causon;Female;1999-10-04;Sales Associate;Manufacturing;Affluent Customer;N;Yes
968;Wayne;Woodfin;Male;1955-06-16;Accountant IV;IT;High Net Worth;N;Yes
969;Jo;Mallinar;Female;1978-09-19;Health Coach IV;Health;High Net Worth;N;Yes
970;Kellyann;Hawton;Female;1980-06-26;VP Accounting;Financial Services;High Net Worth;N;Yes
971;Sarge;Lerohan;Male;1988-10-25;Geologist I;Manufacturing;High Net Worth;N;No
972;Dena;Crewdson;Female;1981-07-23;Project Manager;Retail;Mass Customer;N;Yes
973;Annabella;Hebron;Female;1979-08-02;Data Coordiator;Health;High Net Worth;N;No
974;Mellicent;Dollin;Female;1991-06-07;Administrative Assistant IV;n/a;Mass Customer;N;Yes
975;Goldarina;Rzehorz;U;;Automation Specialist IV;IT;Mass Customer;N;No
976;Andonis;Slimmon;Male;1971-10-21;Graphic Designer;Financial Services;Affluent Customer;N;No
977;Olga;Dyke;Female;1959-11-30;Staff Accountant III;n/a;High Net Worth;N;Yes
978;Erena;Escalero;Female;1982-01-31;Nurse Practicioner;n/a;High Net Worth;N;No
979;Kayla;Falkingham;Female;1959-12-25;Budget/Accounting Analyst I;Manufacturing;High Net Worth;N;No
980;Max;Gronaver;Female;1978-01-23;Registered Nurse;Health;Mass Customer;N;No
981;Bud;Smittoune;Male;1973-02-19;;Retail;Mass Customer;N;No
982;Tibold;Bonwell;Male;1960-02-12;Geologist III;Health;High Net Worth;N;Yes
983;Shaylyn;Riggs;U;;;IT;Affluent Customer;N;No
984;Luciano;Weddup;Male;1954-03-25;Programmer I;Manufacturing;Affluent Customer;N;No
985;Aryn;O'Halloran;Female;1970-09-30;Help Desk Operator;Retail;High Net Worth;N;No
986;Barnard;Stranks;Male;1994-10-05;Office Assistant I;Manufacturing;Mass Customer;N;Yes
987;Lars;Keher;Male;1974-08-29;Senior Cost Accountant;Financial Services;Affluent Customer;N;Yes
988;Andree;Simonato;Female;1981-01-15;Director of Sales;Manufacturing;High Net Worth;N;No
989;Caralie;Morfett;Female;1982-05-24;Project Manager;Financial Services;Mass Customer;N;No
990;Melissa;Purple;Female;1976-04-13;Administrative Officer;Manufacturing;Mass Customer;N;Yes
991;Lenna;Coales;Female;1991-11-29;Financial Analyst;Financial Services;Mass Customer;N;Yes
992;Cordelia;Hawkeswood;Female;1958-11-25;;Property;Mass Customer;N;Yes
993;Reine;Semken;Female;1977-02-18;Account Coordinator;Argiculture;High Net Worth;N;No
994;Rhetta;Kupker;Female;1977-11-14;Librarian;Entertainment;Affluent Customer;N;Yes
995;Urbano;Mews;Male;1965-11-12;Information Systems Manager;Health;Mass Customer;N;Yes
996;Aura;Bemlott;U;;Assistant Manager;IT;Mass Customer;N;Yes
997;Ambros;Kernes;Male;1981-07-03;Teacher;Telecommunications;Mass Customer;N;Yes
998;Petunia;Dufton;Female;1965-12-13;Speech Pathologist;Manufacturing;Affluent Customer;N;Yes
999;Dido;Leyburn;Female;1988-04-10;Recruiting Manager;n/a;High Net Worth;N;No
1000;Paulie;Castelot;Female;1978-08-07;Compensation Analyst;Financial Services;Mass Customer;N;No
1001;Finley;Vost;Male;1979-08-27;Recruiter;Retail;Mass Customer;N;No
1002;Pacorro;De Clairmont;Male;1978-08-30;Business Systems Development Analyst;n/a;Mass Customer;N;Yes
1003;Mariann;O'Geaney;Female;1968-02-03;Paralegal;Financial Services;High Net Worth;N;No
1004;Colas;Pumfrett;Male;1975-07-09;Business Systems Development Analyst;IT;High Net Worth;N;No
1005;Kalila;Birtwistle;Female;1967-09-15;Design Engineer;IT;High Net Worth;N;Yes
1006;Norbert;Gotcher;Male;1977-08-10;Quality Control Specialist;Telecommunications;Affluent Customer;N;Yes
1007;Cord;Warriner;Male;1996-06-08;;Retail;Mass Customer;N;No
1008;Lorry;Booley;Female;1975-11-10;Teacher;n/a;Mass Customer;N;No
1009;Nolie;Orring;Female;1957-05-09;Research Associate;Manufacturing;High Net Worth;N;Yes
1010;Leighton;Ebbles;Male;1963-01-26;Nurse;Financial Services;Affluent Customer;N;No
1011;Cymbre;Janos;Female;1985-07-19;Occupational Therapist;Health;High Net Worth;N;Yes
1012;Anna-diane;Preddle;Female;1955-05-20;Software Test Engineer III;n/a;High Net Worth;N;Yes
1013;Corissa;Zienkiewicz;Female;1976-09-06;Physical Therapy Assistant;Retail;High Net Worth;N;No
1014;Miller;Faloon;Male;1960-10-14;Senior Developer;Property;Mass Customer;N;Yes
1015;Toiboid;Sorrel;Male;1955-04-01;Web Developer I;Health;Mass Customer;N;No
1016;Adrian;Prettyjohns;Male;1959-08-12;Legal Assistant;IT;Mass Customer;N;Yes
1017;Jacquenette;Pluthero;Female;1979-01-09;Assistant Media Planner;Entertainment;High Net Worth;N;No
1018;Matthiew;Ferreras;Male;1994-11-27;Help Desk Operator;Manufacturing;Mass Customer;N;Yes
1019;Ignazio;Milby;Male;1973-11-19;Human Resources Assistant II;Manufacturing;Mass Customer;N;Yes
1020;Natala;Thorndale;Female;1975-11-10;;IT;Affluent Customer;N;No
1021;Elvis;Rixon;Male;1977-10-02;Mechanical Systems Engineer;Retail;High Net Worth;N;No
1022;Suzann;Wilks;Female;1990-03-04;Assistant Manager;Financial Services;Affluent Customer;N;Yes
1023;Iseabal;Fullbrook;Female;1991-07-23;;Financial Services;Affluent Customer;N;Yes
1024;Rhodia;D'Onise;Female;1992-06-05;Social Worker;Health;High Net Worth;N;Yes
1025;Ario;Jeromson;Male;1997-07-30;Quality Engineer;IT;Mass Customer;N;Yes
1026;Vernon;Hakking;Male;1994-07-29;;Financial Services;Affluent Customer;N;No
1027;Rolando;Sherewood;Male;1966-10-07;Statistician I;Financial Services;Affluent Customer;N;No
1028;Thorn;Torfin;Male;1999-08-11;Project Manager;n/a;High Net Worth;N;No
1029;Forbes;Londors;Male;1997-02-15;VP Sales;n/a;Mass Customer;N;No
1030;Nariko;Dummigan;Female;1962-05-05;Food Chemist;Health;Mass Customer;N;No
1031;Roi;Ogden;Male;1983-09-15;Junior Executive;Manufacturing;Mass Customer;N;No
1032;Maribelle;Werndly;Female;1978-07-18;Executive Secretary;n/a;Mass Customer;N;Yes
1033;Jacob;Claringbold;Male;1995-01-06;;n/a;Affluent Customer;N;Yes
1034;Denney;Cretney;Male;1976-05-12;;n/a;High Net Worth;N;Yes
1035;Kara-lynn;Doddridge;Female;1976-11-02;Operator;Retail;Affluent Customer;N;Yes
1036;Randene;Ingle;Female;1969-11-28;Paralegal;Financial Services;Mass Customer;N;Yes
1037;Sissie;Rielly;Female;1956-08-08;Human Resources Assistant II;Financial Services;Mass Customer;N;No
1038;Fraser;Acome;U;;Engineer I;Manufacturing;Mass Customer;N;Yes
1039;Nona;Diamant;Female;1975-03-14;;n/a;High Net Worth;N;Yes
1040;Jacenta;Wedlock;Female;1975-03-04;Food Chemist;Health;High Net Worth;N;No
1041;Free;Bonniface;Male;1959-05-25;;Property;Affluent Customer;N;No
1042;Isacco;Woodwind;Male;1976-01-14;Nuclear Power Engineer;Manufacturing;High Net Worth;N;Yes
1043;Giorgi;Hurford;Male;1986-10-20;Sales Associate;Financial Services;Mass Customer;N;Yes
1044;Frederico;Whilder;U;;Food Chemist;Health;High Net Worth;N;No
1045;Aeriel;Everest;Female;1986-05-08;;Financial Services;Mass Customer;N;Yes
1046;Shir;Clevely;Female;1955-07-23;Budget/Accounting Analyst II;n/a;Affluent Customer;N;No
1047;Standford;Tanswill;Male;1978-09-03;VP Accounting;Financial Services;Affluent Customer;N;No
1048;Braden;Lamming;Male;1976-06-08;Internal Auditor;n/a;Affluent Customer;N;No
1049;Fraser;Gaenor;Male;1996-03-02;Software Consultant;Property;Mass Customer;N;No
1050;Marjie;Ghion;Female;1973-07-29;Software Consultant;Telecommunications;Mass Customer;N;Yes
1051;Xylia;Lange;Female;1977-09-29;Help Desk Technician;Property;High Net Worth;N;Yes
1052;Dela;Flannigan;Female;1986-02-02;Junior Executive;Financial Services;High Net Worth;N;No
1053;Davon;Stanyland;Male;1962-05-20;;Manufacturing;Mass Customer;N;Yes
1054;Natal;Matiewe;Male;1983-08-09;Nuclear Power Engineer;Manufacturing;Mass Customer;N;Yes
1055;Danell;Rose;Female;1988-06-08;Data Coordiator;Manufacturing;Mass Customer;N;No
1056;Kendricks;Markel;Male;1966-12-18;Software Test Engineer IV;Manufacturing;Affluent Customer;N;No
1057;Laryssa;Durdle;Female;1969-04-06;Registered Nurse;Health;Mass Customer;N;No
1058;Gretel;Gionettitti;Female;1987-10-24;Research Assistant IV;Retail;Affluent Customer;N;Yes
1059;Chantal;Plante;Female;1968-02-16;Account Representative III;Entertainment;High Net Worth;N;Yes
1060;Vanda;Boadby;Female;1961-11-23;Associate Professor;Argiculture;Affluent Customer;N;Yes
1061;Anderson;;Male;1988-11-07;Speech Pathologist;Financial Services;Mass Customer;N;No
1062;Tish;Mowett;Female;1975-09-28;Junior Executive;n/a;Mass Customer;N;No
1063;Terrence;Geck;Male;1987-03-01;Actuary;Financial Services;Affluent Customer;N;Yes
1064;Thornie;Andrusov;Male;1977-06-13;Librarian;Entertainment;Affluent Customer;N;Yes
1065;Chilton;Ghirigori;Male;1962-06-27;Quality Engineer;Financial Services;Mass Customer;N;Yes
1066;Hailey;Ricciardi;Male;1995-10-06;Recruiter;Telecommunications;High Net Worth;N;No
1067;Berri;Cotillard;Female;1965-05-17;Engineer IV;Financial Services;Mass Customer;N;Yes
1068;Frazer;Searston;Male;1995-03-21;;Health;Mass Customer;N;Yes
1069;Reese;Titterington;Male;1976-04-15;Web Designer I;Telecommunications;Mass Customer;N;No
1070;Albert;Gomery;Male;1995-06-04;Account Representative IV;n/a;Mass Customer;N;No
1071;Chrisy;Miranda;Male;1986-12-29;;Retail;High Net Worth;N;No
1072;Curt;Petrello;Male;1957-06-01;Senior Cost Accountant;Financial Services;High Net Worth;N;Yes
1073;Elbertina;Donne;Female;1980-02-25;Associate Professor;n/a;Affluent Customer;N;Yes
1074;Griswold;Juett;Male;1974-07-14;Accounting Assistant IV;n/a;High Net Worth;N;Yes
1075;Cullin;Elcoate;Male;1967-07-25;Administrative Officer;Manufacturing;High Net Worth;N;No
1076;Siegfried;Trattles;Male;2000-06-06;Pharmacist;Health;Affluent Customer;N;No
1077;Sheba;Este;Female;1955-10-11;;Telecommunications;Mass Customer;N;Yes
1078;Abe;Pilley;Male;1976-06-05;Executive Secretary;Manufacturing;Mass Customer;N;No
1079;Dennie;L' Anglois;Male;1978-01-03;Nurse Practicioner;Manufacturing;Mass Customer;N;No
1080;Monah;Talbot;Female;1999-12-26;Speech Pathologist;Property;Mass Customer;N;Yes
1081;Marga;Cradduck;Female;1985-10-21;Social Worker;Health;Mass Customer;N;No
1082;Guinevere;Kelby;U;;Financial Analyst;Financial Services;Mass Customer;N;Yes
1083;Chadd;Fowlds;Male;1996-08-07;VP Product Management;n/a;Affluent Customer;N;No
1084;Serena;Jagson;Female;1994-05-18;Accounting Assistant I;Retail;Affluent Customer;N;No
1085;Lucho;Strafen;Male;1975-09-12;Internal Auditor;Health;Mass Customer;N;No
1086;Ezechiel;Parnall;Male;1989-06-21;Statistician IV;Property;Mass Customer;N;Yes
1087;Lian;Madrell;Female;1979-09-18;Financial Analyst;Financial Services;Mass Customer;N;Yes
1088;Andy;Polgreen;Female;1989-07-21;Design Engineer;n/a;High Net Worth;N;Yes
1089;Korney;Hess;Female;1988-09-17;Product Engineer;Property;Affluent Customer;N;No
1090;Lorettalorna;;Female;1975-07-15;Computer Systems Analyst II;Telecommunications;Affluent Customer;N;No
1091;Keith;Housden;Male;1980-04-15;;Health;Mass Customer;N;No
1092;Katlin;Creddon;Female;1935-08-22;VP Quality Control;Retail;Mass Customer;N;No
1093;Clarita;Penright;Female;1996-09-13;Business Systems Development Analyst;n/a;Affluent Customer;N;No
1094;Shaughn;Salters;Male;1975-12-27;Dental Hygienist;Health;High Net Worth;N;No
1095;Emelda;Gerler;Female;1958-08-29;Project Manager;Health;Mass Customer;N;No
1096;Jakie;Mungham;Male;1969-11-29;Software Test Engineer I;Health;High Net Worth;N;No
1097;Gwenora;Grabbam;Female;1968-01-31;Engineer II;Financial Services;Mass Customer;N;Yes
1098;Maure;Crow;Female;1989-02-01;Administrative Assistant IV;Financial Services;Mass Customer;N;Yes
1099;Jarrett;Maffia;Male;1975-01-13;Tax Accountant;Manufacturing;Affluent Customer;N;Yes
1100;Cord;Braundt;Male;1983-01-02;Engineer I;Manufacturing;Mass Customer;N;No
1101;Haily;McWilliams;Female;1968-12-22;Senior Editor;n/a;Mass Customer;N;No
1102;Stephana;Puzey;Female;1976-08-17;Recruiting Manager;Manufacturing;Affluent Customer;N;No
1103;Glynnis;Sailor;Female;1978-01-30;Financial Advisor;Financial Services;High Net Worth;N;Yes
1104;Jewelle;Pincott;Female;1959-12-31;Programmer III;Retail;Mass Customer;N;No
1105;Sherman;McCusker;Male;1990-02-10;General Manager;n/a;Mass Customer;N;No
1106;Sibyl;Bigmore;Female;1962-12-17;Software Consultant;Retail;Mass Customer;N;No
1107;Maridel;Whitby;Female;1974-07-17;Social Worker;Health;High Net Worth;N;No
1108;Ginnie;Farriar;Female;1962-03-06;Dental Hygienist;Health;Mass Customer;N;No
1109;Nestor;Billingsley;Male;1989-09-01;Web Developer II;Entertainment;High Net Worth;N;No
1110;Lazar;Cherryman;Male;1991-03-17;Information Systems Manager;Retail;High Net Worth;N;No
